,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,V,PP,BAC,Contract Status Change Date,MLS
1,WS22017082,A,SFR/A,3836,Oak Hill AVE  ,LA,676,STD,"$1,800,000.00",$460.59,"4/4,0,0,0",3908/A,2005/PUB,"7,534/0.173",48/48,Y,N,2.5,01/18/22,CRMLSM
1,PW22125103,A,CONDO/A,3711,Baldwin St    #708,LA,677,STD,"$599,000.00",$565.09,"2/2,0,1,0",1060/A,2008/ASR,"2,449/0.0562",4/4,Y,N,2,06/10/22,CRMLSM
1,SR21149293,A,SFR/D,3026,Eva   ,LA,677,STD,"$675,000.00",$625.00,"3/1,0,0,0",1080/O,1910/ASR,"9,570/0.2197",172/172,Y,N,2.5,07/15/21,CRIS
1,22152921,A,SFR,3125,AYLESWORTH PL  ,LA,677,STD,"$680,000.00",$805.69,"2/1,0,0,0",844/,1911,"1,566/0.03",11/11,Y,N,3,05/03/22,CLAW
1,CV22110867,A,CONDO/A,360 W,Avenue 26    #141,LA,677,STD,"$694,800.00",$463.20,"4/2,0,0,0",1500/A,2006/PUB,"69,393/1.593",20/20,Y,N,2.25,05/25/22,CRMLSM
1,22167385,A,SFR,2338,PRINCE ST  ,LA,677,STD,"$699,000.00","$1,134.74","2/1,0,0,0",616/,1907,"4,313/0.099",1/1,,N,2.5,06/13/22,CLAW
1,SW22079215,A,SFR/D,126 W,Avenue 29,LA,677,PRO,"$775,000.00",$405.76,"4/2,0,0,0",1910/A,1890/ASR,"5,028/0.1154",29/29,N,N,2,04/09/22,CRMLSM
1,AR21205577,A,SFR/D,3723,Carlota BLVD  ,LA,677,STD,"$775,000.00",$518.05,"3/3,0,0,0",1496/A,1936/ASR,"4,997/0.1147",270/270,N,N,1.75,09/16/21,CRMLSM
1,320009634,A,SFR/D,2551 N,Hancock WALK  ,LA,677,STD,"$780,000.00",$511.81,"4/2,0,0,0",1524/AP,1914/ASR,"4,509/0.1",96/96,,,2.5,03/09/22,CRMLSM
1,SB22044616,A,SFR/D,240 S,Avenue 24,LA,677,STD,"$819,000.00",$688.24,"4/2,0,0,0",1190/A,1972/PUB,"3,200/0.0735",91/91,Y,N,2,03/07/22,CRMLSM
1,22155887,A,SFR,2443,Sichel ST  ,LA,677,STD,"$1,188,000.00",$383.47,"5/2,0,0,0",3098/,1880,"9,900/0.22",33/33,Y,N,2,05/11/22,CLAW
1,22165125,A,SFR,4034,SINOVA ST  ,LA,679,STD,"$969,300.00",$648.80,"2/2,0,1,0",1494/,1949,"5,327/0.12",7/7,Y,N,2.5,06/07/22,CLAW
1,22161862,A,SFR,909,MONTECITO DR  ,LA,679,STD,"$1,429,000.00",$639.09,"3/3,0,0,0",2236/,2008,"4,451/0.1",18/18,Y,N,2.5,05/27/22,CLAW
1,IN22109146,A,SFR/D,3726,Hawley AVE  ,LA,679,STD,"$1,962,000.00",$793.05,"5/3,0,0,0",2474/A,2011/PUB,"5,030/0.1155",22/22,Y,Y,3,05/23/22,CRMLSM
1,DW22106683,A,SFR/D,1449,Killarney AVE  ,LA,680,STD,"$649,999.00","$1,238.09","1/1,0,0,0",525/A,1950/ASR,"10,931/0.2509",26/26,Y,N,2,05/18/22,CRMLSM
1,22164757,A,SFR,3596,TACOMA AVE  ,LA,680,STD,"$799,995.00",$594.79,"3/1,1,0,0",1345/D,1924/ASR,"5,017/0.11",7/7,Y,N,2.5,06/07/22,CLAW
1,IV22111225,A,SFR/D,4385,Scandia WAY  ,LA,680,STD,"$899,000.00",$883.10,"2/1,0,0,0",1018/A,1951/ASR,"4,814/0.1105",4/4,Y,N,2,06/10/22,CRMLSM
1,P1-9913,A,SFR/D,597 W,Avenue 46,LA,680,TRUS,"$998,000.00",$558.17,"3/2,1,0,0",1788/A,1963/ASR,"6,000/0.13",5/5,Y,N,2.5,05/29/22,CRMLSF
1,22164241,A,SFR,4739,NOB HILL DR  ,LA,680,STD,"$1,195,000.00",$715.57,"3/2,0,0,0",1670/T,1959,"5,318/0.12",8/8,Y,N,2.5,06/06/22,CLAW
1,22163851,A,SFR,4647,PALMERO DR  ,LA,680,STD,"$1,298,000.00",$460.94,"3/2,0,1,0",2816/,1990,"5,145/0.11",12/12,Y,N,2.5,06/02/22,CLAW
1,WS22073472,A,SFR/D,3627,Loosmore ST  ,LA,680,STD,"$1,300,000.00",$781.25,"3/2,0,1,0",1664/A,1990/PUB,"4,800/0.1102",63/150,Y,N,2,04/12/22,CRMLSM
1,22160147,A,SFR,4342,GLENMUIR AVE  ,LA,680,STD,"$1,325,000.00",$855.94,"3/2,0,0,0",1548/,1959,"6,926/0.15",13/13,Y,N,2.5,06/01/22,CLAW
1,RS22106483,A,SFR/A,3343,Roseview AVE  ,LA,680,STD,"$1,350,000.00",$654.07,"4/2,0,0,0",2064/A,1912/ASR,"5,306/0.1218",4/4,Y,N,2,05/26/22,CRMLSM
1,22166549,A,SFR,4755,GLENALBYN DR  ,LA,680,STD,"$1,399,999.00","$1,010.83","3/2,0,1,0",1385/,1923,"2,988/0.0686",4/4,Y,N,2.5,06/10/22,CLAW
1,ND22100332,A,SFR/D,531,Crane BLVD  ,LA,680,STD,"$1,600,000.00",$823.05,"3/3,0,0,0",1944/A,1987/ASR,"4,911/0.1127",27/27,Y,N,2.5,04/30/22,CRMLSM
1,22152261,A,SFR,3547,GLENALBYN DR  ,LA,680,STD,"$1,750,000.00",$742.78,"4/4,0,0,0",2356/,2017,"5,228/0.12",40/40,Y,N,2.5,05/05/22,CLAW
1,22151357,A,SFR,3950,SAN RAFAEL AVE  ,LA,680,STD,"$1,980,000.00",$531.69,"5/4,0,1,0",3724/,2005,"7,813/0.17",46/46,Y,N,2.5,04/29/22,CLAW
1,22164287,A,SFR,864 W,AVENUE 37,LA,680,STD,"$1,995,000.00",$504.30,"4/4,0,0,0",3956/A,1993/ASR,"9,978/0.22",5/5,Y,N,2.5,06/09/22,CLAW
1,22156373,A,SFR,759,DANFORTH DR  ,LA,680,STD,"$2,200,000.00",$859.04,"3/2,2,0,0",2561/,1959,"8,505/0.19",33/33,Y,N,2.5,05/12/22,CLAW
1,IG22122004,A,CONDO/A,630 W,6th ST   #416,LA,699,STD,"$480,000.00",$695.65,"1/1,0,0,0",690/A,1962/ASR,"26,607/0.6108",7/7,Y,N,2,06/07/22,CRMLSM
1,PW22122490,A,SFR/D,747 E,121st ST,LA,699,STD,"$495,000.00",$579.63,"2/1,0,0,0",854/A,1945/ASR,"6,007/0.1379",7/7,N,N,1,06/07/22,CRMLSM
1,MB22121089,A,SFR/D,927 E,114th ST,LA,699,STD,"$499,000.00",$542.39,"2/1,0,0,0",920/A,1945/ASR,"3,255/0.0747",8/8,N,N,2.5,06/05/22,CRMLSM
1,PW22121321,A,SFR/D,7677,Crockett BLVD  ,LA,699,STD,"$499,900.00",$771.45,"2/1,0,0,0",648/A,1922/ASR,"6,762/0.1552",7/7,N,N,2,06/05/22,CRMLSM
1,IV22127181,A,CONDO/D,6010,Arbutus AVE   #G,LA,699,STD,"$519,900.00",$412.29,"3/3,0,0,0",1261/A,1983/PUB,"68,418/1.5707",0/0,N,Y,1,06/13/22,CRMLSM
1,RS22113224,A,SFR/A,5813 E,Olympic BLVD  ,LA,699,STD,"$525,000.00",$596.59,"2/1,0,0,1",880/A,1953/ASR,"2,258/0.0518",18/18,N,N,1.75,05/27/22,CRMLSM
1,PW22030748,A,SFR/D,354,E 92nd st,LA,699,STD,"$545,000.00",$508.40,"2/1,0,0,0",1072/P,1930/PUB,"4,825/0.1108",118/118,N,N,2,02/16/22,CRMLSM
1,SB21236326,A,SFR/D,115 E,91st ST,LA,699,STD,"$549,000.00",$417.49,"3/1,0,0,0",1315/A,1940/ASR,"4,985/0.1144",197/197,N,N,2,10/26/21,CRMLSM
1,DW22107257,A,SFR/D,228 S,Arizona AVE  ,LA,699,STD,"$550,000.00",$846.15,"2/1,0,0,0",650/P,1947/PUB,"2,873/0.066",26/26,Y,N,2,05/17/22,CRMLSM
1,IG22123136,A,SFR/D,336 S,Gless ST  ,LA,699,STD,"$569,000.00",$836.76,"2/1,0,0,0",680/E,1908/EST,"3,285/0.0754",6/596,N,N,2.5,06/08/22,CRMLSM
1,HD22126287,A,SFR/D,2477,Leebe AVE  ,LA,699,TRUS,"$570,000.00",$339.49,"4/2,0,0,0",1679/A,1954/ASR,"6,208/0.1425",3/3,Y,N,2,06/11/22,CRMLSM
1,IG21248943,A,SFR/D,13038 S,Main ST  ,LA,699,STD,"$578,000.00",$447.02,"3/2,0,0,0",1293/A,2006/BLD,"2,951/0.0677",207/207,Y,N,2,11/15/21,CRMLSM
1,DW22033048,A,SFR/D,1174 E,41st PL,LA,699,STD,"$590,000.00",$567.31,"2/1,0,0,0",1040/AP,1909/PUB,"6,249/0.1435",116/116,Y,N,2,02/18/22,CRMLSM
1,PW22081987,A,SFR/D,4177,MANDALAY   ,LA,699,"STD,TRUS","$599,000.00",$644.78,2/,929/P,1925/PUB,"3,920/0.09",28/28,N,N,3,04/26/22,CRMLSM
1,TR22059605,A,SFR/D,1248 N,Bonnie Beach PL  ,LA,699,STD,"$599,200.00",$412.96,"2/2,0,0,0",1451/A,1937/OTH,"5,716/0.1312",49/49,Y,N,2,03/25/22,CRMLSM
1,PW22108898,A,CONDO/A,323 E,Dayman ST   #1,LA,699,STD,"$600,000.00",$425.53,"4/2,0,0,0",1410/A,2007/ASR,"23,541/0.5404",11/11,N,N,2.5,06/03/22,CRMLSM
1,CV22080569,A,SFR/D,8755 S,San Pedro ST  ,LA,699,STD,"$600,000.00",$316.12,"3/2,0,0,0",1898/A,1985/ASR,"2,519/0.0578",46/46,Y,N,2,04/20/22,CRMLSM
1,SR22084903,A,SFR/D,413 E,95th ST,LA,699,PRO,"$615,000.00",$446.30,"3/2,0,0,0",1378/A,1943/OTH,"6,130/0.1407",49/49,N,N,2.5,04/25/22,CRIS
1,SR22096495,A,SFR/D,8934,Cimarron ST  ,LA,699,STD,"$650,000.00",$567.69,"2/1,0,0,0",1145/A,1939/ASR,"5,833/0.1339",36/36,N,N,2.5,05/09/22,CRIS
1,IV22119606,A,SFR/D,6153,Easton ST  ,LA,699,STD,"$660,000.00",$661.99,"3/1,0,0,0",997/A,1940/PUB,"3,968/0.0911",11/11,N,N,2,06/03/22,CRMLSM
1,DW22046887,A,SFR/D,908 W,57th ST,LA,699,STD,"$674,900.00",$414.56,"2/1,0,0,0",1628/A,1909/ASR,"4,532/0.104",97/97,N,N,2,03/08/22,CRMLSM
1,SR22066535,A,SFR/D,1535 W,Gage AVE  ,LA,699,STD,"$695,000.00",$421.21,"4/2,0,0,0",1650/A,1923/ASR,"4,600/0.1056",72/251,N,N,2.5,04/03/22,CRIS
1,RS22065147,A,SFR/D,13809 S,San Pedro ST  ,LA,699,STD,"$695,999.00",$344.21,"3/2,0,0,0",2022/A,1949/PUB,"5,720/0.1313",74/74,N,N,2,04/01/22,CRMLSM
1,CV22115398,A,SFR/D,228 W,52nd ST,LA,699,STD,"$699,900.00",$624.91,"3/2,0,0,0",1120/A,1910/ASR,"5,401/0.124",13/13,N,N,3,05/31/22,CRMLSM
1,IV22021319,A,SFR/D,953 E,103rd PL,LA,699,STD,"$700,000.00",$845.41,"2/1,0,0,0",828/A,1944/APP,"5,023/0.1153",73/73,Y,N,2,01/31/22,CRMLSM
1,PW22105776,A,SFR/D,4121,Zaring ST  ,LA,699,STD,"$714,900.00",$384.56,"3/3,0,0,0",1859/A,2008/ASR,"3,040/0.0698",26/26,Y,N,2,05/18/22,CRMLSM
1,CV22102309,A,SFR/D,433 E,El Segundo BLVD  ,LA,699,STD,"$745,000.00",$447.72,"4/2,0,0,0",1664/A,2005/ASR,"7,258/0.1666",29/29,Y,N,2.25,05/02/22,CRMLSM
1,MB22091719,A,SFR/D,717 W,52nd street,LA,699,STD,"$749,000.00",$669.95,"2/1,0,0,0",1118/A,1910/PUB,"4,000/0.0918",41/41,N,N,2,05/02/22,CRMLSM
1,DW22089465,A,SFR/D,436 W,53rd ST,LA,699,PRO,"$749,900.00",$426.32,"5/3,0,0,0",1759/A,1910/ASR,"5,446/0.125",43/43,N,N,2*,04/30/22,CRMLSM
1,OC21267089,A,SFR/D,5828 S,Van Ness AVE  ,LA,699,STD,"$749,990.00",$608.76,"3/2,0,0,0",1232/A,1922/ASR,"4,714/0.1082",43/43,N,N,2.5,12/20/21,CRMLSM
1,PW22083526,A,SFR/D,6608,Miramonte BLVD  ,LA,699,STD,"$750,000.00",$664.89,"3/1,0,0,0",1128/A,1909/ASR,"7,201/0.1653",51/51,N,N,2,04/23/22,CRMLSM
1,DW22043901,A,SFR/D,11806,Antwerp AVE  ,LA,699,STD,"$750,000.00",$391.85,"5/3,0,0,0",1914/A,1924/PUB,"4,890/0.1123",100/100,N,N,2,10/14/21,CRMLSM
1,RS22024622,A,SFR/D,649 S,Vancouver AVE  ,LA,699,STD,"$750,000.00",$455.65,"3/2,0,0,0",1646/A,1927/PUB,"4,768/0.1095",127/127,N,N,2,02/07/22,CRMLSM
1,DW22088030,A,SFR/D,416 N,Bixel ST  ,LA,699,STD,"$775,000.00",$467.43,"3/2,0,0,0",1658/A,1948/ASR,"3,492/0.0802",47/423,Y,N,2,04/28/22,CRMLSM
1,SR22045521,A,SFR/D,1632,Magnolia AVE  ,LA,699,STD,"$780,000.00",$511.81,"3/2,0,0,0",1524/A,1906/ASR,"3,478/0.0798",75/75,Y,N,2.5,03/07/22,CRIS
1,DW22107900,A,SFR/D,2945,Warwick AVE  ,LA,699,STD,"$799,000.00",$786.42,"2/2,0,0,0",1016/A,1924/ASR,"4,798/0.1101",25/25,Y,N,2,05/20/22,CRMLSM
1,PW22112185,A,SFR/D,795 E,46th ST,LA,699,STD,"$800,000.00",$639.49,"4/2,0,0,0",1251/A,1910/ASR,"6,133/0.1408",19/19,N,N,2,05/26/22,CRMLSM
1,DW22116379,A,SFR/D,2018 W,31st ST,LA,699,STD,"$825,000.00",$520.18,"4/2,0,0,0",1586/A,1914/EST,"5,672/0.1302",14/14,N,N,3,05/31/22,CRMLSM
1,BB22110887,A,SFR/D,4800,Frieda DR  ,LA,699,STD,"$850,000.00","$1,021.63","2/1,0,0,0",832/A,1949/ASR,"5,688/0.1306",4/4,Y,N,2.5,05/12/22,CRMLSM
1,PW22075262,A,SFR/D,1611 W,48th ST,LA,699,STD,"$900,000.00",$520.23,"3/2,0,0,0",1730/A,1911/APP,"5,615/0.1289",61/61,Y,N,2,04/04/22,CRMLSM
1,OC22123350,A,SFR/D,152 N,Benton WAY  ,LA,699,STD,"$949,000.00",$416.59,"5/1,1,1,1",2278/P,1956/PUB,"6,055/0.139",6/330,Y,N,2,06/08/22,CRMLSM
1,OC22101254,A,SFR/D,2749,Tilden AVE  ,LA,699,STD,"$969,990.00",$543.72,"3/2,0,0,0",1784/D,1924/ASR,"4,605/0.1057",32/330,N,N,2.5,05/13/22,CRMLSM
1,SR22122599,A,SFR/D,2305 S,Orange DR  ,LA,699,STD,"$985,000.00",$669.61,"3/2,0,0,0",1471/A,1924/ASR,"5,037/0.1156",7/7,N,N,2.5,06/07/22,CRIS
1,OC22111532,A,SFR/D,6262,Lemona AVE  ,LA,699,STD,"$998,000.00",$912.25,"3/1,0,0,0",1094/A,1948/PUB,"7,328/0.1682",20/20,N,N,2.5,05/25/22,CRMLSM
1,OC22117224,A,SFR/D,2181 2183 W,29th ST,LA,699,STD,"$1,159,000.00",$515.11,"4/2,0,1,0",2250/T,1909/ASR,"6,005/0.1379",13/13,N,N,2.5,06/01/22,CRMLSM
1,OC22107982,A,SFR/D,1151 S,Normandie AVE  ,LA,699,"STD,TRUS","$1,260,000.00","$1,363.64","2/1,0,0,0",924/A,1890/PUB,"5,907/0.1356",24/24,Y,N,2*,05/20/22,CRMLSM
1,MB22041477,A,SFR/D,1102,Kenmore   ,LA,699,STD,"$1,300,000.00",$919.38,"3/1,0,0,0",1414/P,1904/PUB,"5,919/0.1359",104/104,Y,N,1.5,03/01/22,CRMLSM
1,MB22101844,A,SFR/D,1950,Buckingham RD  ,LA,699,STD,"$1,350,000.00",$609.76,"4/1,0,1,0",2214/A,1922/ASR,"8,250/0.1894",32/32,N,N,2,05/12/22,CRMLSM
1,DW22111989,A,SFR/D,1720,Stearns DR  ,LA,699,STD,"$1,880,000.00","$1,096.21","4/3,0,0,0",1715/A,1938/ASR,"7,070/0.1623",19/19,N,N,2,05/25/22,CRMLSM
1,CV22116851,A,SFR/D,2061 N,New Hampshire AVE  ,LA,699,TRUS,"$1,895,000.00",$855.14,"3/2,0,0,0",2216/A,1922/ASR,"6,493/0.1491",12/12,N,N,2,06/02/22,CRMLSM
1,SR21158462,A,SFR/D,7759,Skyhill DR  ,LA,699,BNKR,"$2,000,000.00",$698.32,"4/3,0,0,0",2864/A,1960/ASR,"17,190/0.3946",330/330,Y,N,3,07/16/21,CRIS
1,TR22009483,A,SFR/D,537 N,Cummings ST  ,LA,BOYH,PRO,"$475,000.00",$352.37,"3/2,0,0,0",1348/A,1920/ASR,"5,622/0.1291",141/141,Y,N,2.5,01/18/22,CRMLSM
1,SR22113548,A,CONDO/A,461 S,Lorena ST  ,LA,BOYH,STD,"$500,000.00",$664.01,"2/1,0,1,0",753/D,1917/ASR,"5,000/0.1148",18/18,Y,N,2.5,05/27/22,CRIS
1,SR22112292,A,CONDO/A,459 S,Lorena ST  ,LA,BOYH,STD,"$500,000.00",$664.01,"2/1,0,1,0",753/D,1917/ASR,"5,000/0.1148",18/18,Y,N,2.5,05/27/22,CRIS
1,AR22084814,A,SFR/D,3418 E,8th ST,LA,BOYH,STD,"$550,000.00",$684.08,"2/1,0,0,0",804/A,1923/ASR,"4,202/0.0965",44/44,N,N,2,04/25/22,CRMLSM
1,21100421,A,SFR,1110,Euclid AVE  ,LA,BOYH,STD,"$630,000.00",$727.48,"2/1,0,0,0",866/,1924,"4,800/0.11",228/228,N,N,2,10/29/21,CLAW
1,PW22105434,A,SFR/D,558,S. Breed St   ,LA,BOYH,STD,"$639,900.00",$512.33,"2/2,0,0,0",1249/A,1918/ASR,"5,690/0.1306",26/26,N,N,2,05/18/22,CRMLSM
1,DW22076259,A,SFR/D,3218,Inez ST  ,LA,BOYH,STD,"$660,000.00",$682.52,"3/2,0,0,0",967/A,1920/ASR,"4,999/0.1148",60/60,Y,N,2,04/15/22,CRMLSM
1,DW22107805,A,SFR/D,663 S,Soto ST  ,LA,BOYH,STD,"$665,000.00",$500.00,"4/2,0,0,0",1330/A,1907/PUB,"4,352/0.0999",11/11,Y,N,2.5,05/06/22,CRMLSM
1,SW22086020,A,SFR/D,1249 S,Indiana ST  ,LA,BOYH,STD,"$670,000.00",$502.25,"3/1,0,1,0",1334/A,1930/PUB,"4,875/0.1119",25/25,Y,N,2,05/20/22,CRMLSM
1,MB22078796,A,SFR/D,131 S,Gless ST  S,LA,BOYH,STD,"$698,000.00",$634.55,"3/2,0,0,0",1100/E,1905/PUB,"3,499/0.0803",55/55,N,N,2.5,04/18/22,CRMLSM
1,PF22105624,A,SFR/D,1318 N,Alma AVE  ,LA,BOYH,STD,"$700,000.00",$702.11,"2/1,0,0,0",997/A,1953/PUB,"5,253/0.1206",11/11,Y,N,2,05/18/22,CRMLSM
1,CV22109862,A,SFR/D,3440,Sabina ST  ,LA,BOYH,STD,"$749,900.00",$515.04,"3/1,1,0,0",1456/A,1917/ASR,"6,578/0.151",22/22,Y,N,2,05/23/22,CRMLSM
1,MB22119884,A,SFR/D,327 N,St Louis ST  ,LA,BOYH,STD,"$792,500.00",$314.86,"5/3,0,0,0",2517/A,1903/ASR,"6,201/0.1424",10/10,N,N,2.5,06/04/22,CRMLSM
1,SR22120831,A,SFR/D,2813 E,6th ST,LA,BOYH,TRUS,"$800,000.00",$734.62,"3/1,0,0,0",1089/A,1922/ASR,"8,936/0.2051",8/8,Y,N,2,06/06/22,CRIS
1,DW21254335,A,SFR/D,540,Brittania ST  ,LA,BOYH,STD,"$950,000.00",$465.91,"7/4,0,0,0",2039/A,1914/ASR,"5,607/0.1287",110/110,N,N,1.75,01/25/22,CRMLSM
1,IV22024366,A,SFR/D,3639 E,6th ST,LA,BOYH,STD,"$969,000.00",$384.52,"5/3,0,0,0",2520/A,2007/ASR,"5,685/0.1305",53/53,N,N,2.5,04/22/22,CRMLSM
1,PW22035100,A,SFR/D,706 S,Chicago ST  ,LA,BOYH,STD,"$1,399,000.00",$524.36,"4/1,0,1,0",2668/A,1906/ASR,"6,597/0.1514",111/111,Y,N,2,02/23/22,CRMLSM
1,22124491,A,CONDO,1230 N,EVERGREEN AVE  ,LA,BOYH,STD,"$2,275,000.00",$377.16,"16/8,0,0,0",6032/,1948,"9,293/0.21",131/131,Y,N,2.25,02/03/22,CLAW
1,SR22097842,A,CONDO/A,1735 N,Fuller AVE   #245,LA,C03,STD,"$549,000.00",$660.65,"1/1,0,0,0",831/A,1974/ASR,"86,424/1.984",33/33,Y,N,2,05/10/22,CRIS
1,22154571,A,CONDO,1940 N,HIGHLAND AVE   #29,LA,C03,STD,"$599,000.00",$606.89,"2/2,0,0,0",987/A,1982/ASR,"65,553/1.5",35/35,N,N,2.5,05/10/22,CLAW
1,22145181,A,CONDO,6728,HILLPARK DR   #405,LA,C03,STD,"$599,000.00",$592.48,"1/1,0,0,0",1011/,1966,"509,405/11.69",43/43,Y,N,2.5,05/02/22,CLAW
1,22168075,A,CONDO,6700,Hillpark DR   #203,LA,C03,STD,"$670,000.00",$558.33,"2/2,0,0,0",1200/,1966,"509,405/11.6943",0/11,Y,N,2.5,06/14/22,CLAW
1,SR22106738,A,CONDO/A,7135,Hollywood BLVD   #609,LA,C03,STD,"$719,000.00",$661.45,"2/2,0,0,0",1087/A,1965/ASR,"33,756/0.7749",26/169,Y,N,2.5,05/19/22,CRIS
1,22160835,A,CONDO,7300,FRANKLIN AVE   #355,LA,C03,STD,"$729,000.00",$605.99,"2/2,0,0,0",1203/,1974,"86,424/1.98",18/18,,N,2.5,05/27/22,CLAW
1,22163051,A,CONDO,7250,FRANKLIN AVE   #414,LA,C03,STD,"$749,000.00",$742.32,"2/2,0,0,0",1009/,1964,"53,425/1.22",11/11,N,N,2.5,06/03/22,CLAW
1,CV22068793,A,SFR/A,6740,Woodrow Wilson DR  ,LA,C03,STD,"$749,900.00",$668.96,"2/1,0,0,0",1121/A,1975/ASR,"1,777/0.0408",68/105,N,N,2,04/06/22,CRMLSM
1,22166513,A,CONDO,7250,FRANKLIN AVE   #117,LA,C03,STD,"$825,000.00",$605.28,"2/2,0,0,0",1363/,1964,"53,425/1.2265",1/1,Y,N,2.5,06/13/22,CLAW
1,22160231,A,CONDO,7135,HOLLYWOOD BLVD   #904,LA,C03,STD,"$855,000.00",$744.77,"2/2,0,0,0",1148/,1965,"33,756/0.77",18/18,Y,N,2.5,05/11/22,CLAW
1,22166380,A,CONDO,1745,CAMINO PALMERO ST   #524,LA,C03,STD,"$899,000.00",$609.49,"3/2,0,0,0",1475/A,1973/ASR,"66,584/1.5286",4/4,Y,N,2,06/10/22,CLAW
1,22131175,A,SFR,8193,GOULD AVE  ,LA,C03,STD,"$899,000.00",$715.19,"2/2,0,0,0",1257/,1927,"5,491/0.12",109/190,Y,N,2.5,02/25/22,CLAW
1,SR21244586,A,SFR/D,2170,Stanley Hills DR  ,LA,C03,REO,"$950,000.00",$369.22,"4/3,0,0,0",2573/A,1950/ASR,"11,250/0.2583",158/158,Y,N,2.5,11/08/21,CRIS
1,22142356,A,SFR,8505,NASH DR  ,LA,C03,STD,"$969,000.00","$1,794.44","1/1,0,0,0",540/,1924,"3,007/0.06",73/73,N,N,2.5,04/01/22,CLAW
1,PW22090223,A,SFR/D,3213,Bennett DR  ,LA,C03,STD,"$999,900.00","$1,151.96","2/2,0,0,0",868/A,1949/ASR,"4,769/0.1095",42/42,N,N,2.5,04/25/22,CRMLSM
1,22147371,A,CONDO,1539 N,LAUREL AVE   #305,LA,C03,STD,"$1,050,000.00",$736.33,"2/2,0,0,0",1426/A,1961/ASR,"15,992/0.36",55/55,,N,2.5,04/20/22,CLAW
1,22146355,A,SFR,8718,CRESCENT DR  ,LA,C03,STD,"$1,200,000.00","$1,318.68","3/1,0,0,0",910/,1936,"17,856/0.4",61/61,Y,N,2.5,04/14/22,CLAW
1,22137184,A,SFR,6937,VANLAND TRL  ,LA,C03,STD,"$1,299,000.00","$1,266.08","2/1,0,1,0",1026/,1938,"2,790/0.06",90/90,Y,N,2.5,03/16/22,CLAW
1,P1-9544,A,SFR/D,2041 N,Alta Vista AVE  ,LA,C03,STD,"$1,300,000.00","$1,397.85","2/1,0,1,0",930/A,1950/ASR,"11,130/0.25",29/29,Y,N,2.5,05/15/22,CRMLSF
1,21784642,A,SFR,2144,Beech Knoll RD  ,LA,C03,STD,"$1,390,000.00",$737.79,"2/3,0,0,0",1884/,1973,"6,706/0.15",269/269,Y,N,2,09/16/21,CLAW
1,20616138,A,SFR,8441,BRIER DR  ,LA,C03,STD,"$1,495,000.00",$507.99,"3/4,0,0,0",2943/A,1999/ASR,"4,187/0.0961",673/820,Y,N,2.5,08/09/20,CLAW
1,22162041,A,SFR,3154,CADET CT  ,LA,C03,STD,"$1,525,000.00","$1,115.58","2/2,0,0,0",1367/,1940,"4,404/0.1",7/7,Y,N,2,06/07/22,CLAW
1,22147205,A,SFR,8564,FRANKLIN AVE  ,LA,C03,STD,"$1,625,000.00","$1,772.08","1/2,0,0,0",917/A,1955/ASR,"5,653/0.12",58/58,Y,N,2.5,04/17/22,CLAW
1,PW22024617,A,SFR/D,8581,Cole Crest DR  ,LA,C03,STD,"$1,690,000.00",$422.50,"5/2,3,0,0",4000/OTH,1989/ASR,"3,000/0.0689",127/127,Y,N,2,02/07/22,CRMLSM
1,22133721,A,SFR,1717,COURTNEY AVE  ,LA,C03,STD,"$1,735,000.00",$498.71,"5/5,0,1,0",3479/D,1925/ASR,"6,204/0.14",101/101,,N,2,03/05/22,CLAW
1,22150565,A,SFR,8357,YUCCA TRL  ,LA,C03,STD,"$1,750,000.00","$1,116.07","3/3,0,0,0",1568/,1964,"4,258/0.09",27/27,Y,N,2.5,04/26/22,CLAW
1,22146811,A,SFR,8001,HIGHLAND TRL  ,LA,C03,STD,"$1,750,000.00","$1,298.22","2/2,0,0,0",1348/,1925,"2,844/0.06",57/57,Y,N,2.5,04/18/22,CLAW
1,22161083,A,SFR,3727,FREDONIA DR  ,LA,C03,STD,"$1,759,000.00",$850.99,"3/1,1,0,0",2067/,1941,"13,993/0.32",12/12,Y,N,2.5,06/02/22,CLAW
1,18364348,A,SFR/D,8679,FRANKLIN AVE  ,LA,C03,STD,"$1,788,000.00",$317.58,"4/4,0,2,0",5630/O,2018,"17,324/0.3977",1431/1431,Y,Y,2.5,07/14/18,CLAW
1,22162983,A,SFR,8909,WONDERLAND PARK AVE  ,LA,C03,STD,"$1,850,000.00","$1,083.14","3/2,0,0,0",1708/,1962,"11,730/0.26",13/13,Y,N,2.5,06/01/22,CLAW
1,22160627,A,SFR,2326,STANLEY HILLS DR  ,LA,C03,STD,"$1,899,000.00",$958.61,"3/3,0,1,0",1981/OTH,1921,"7,050/0.16",21/21,Y,N,2,05/24/22,CLAW
1,22165591,A,SFR,8578,CRESCENT DR  ,LA,C03,STD,"$1,950,000.00","$1,103.57","2/2,0,1,0",1767/,1962,"4,409/0.1",5/5,Y,N,2.5,06/09/22,CLAW
1,22162967,A,SFR,6750,WEDGEWOOD PL  ,LA,C03,STD,"$1,950,000.00",$968.22,"3/3,0,0,0",2014/E,1923,"5,179/0.11",11/11,Y,N,2.5,06/01/22,CLAW
